"id","item_id","title","category","subcategory","price","city","url"
167,"","Икра Красная ""Обкомовская"", 95 гр.","ikra","ikra-krasnaya","5 500 Т","","/ikra/ikra-krasnaya/ikra-krasnaya-obkomovskaya-95-gr/"
168,"","Икра Красная ""Обкомовская"" уп. 140 гр.","ikra","ikra-krasnaya","8 000 Т","","/ikra/ikra-krasnaya/ikra-krasnaya-obkomovskaya-up-140-gr/"
169,"","Икра Черная Стерлядь","ikra","chernaya-ikra","16 500 Т","","/ikra/chernaya-ikra/ikra-chernaya-sterlyad/"
170,"","Икра Черная Осетровых ","ikra","chernaya-ikra","35 000 Т","","/ikra/chernaya-ikra/ikra-chernaya-osetrovyh/"
171,"","Черная Икра Caspian Caviar","ikra","chernaya-ikra","66 700 Т","","/ikra/chernaya-ikra/chernaya-ikra-caspian-caviar/"
172,"","Икра Морского Ежа","ikra","ikra-morskogo-ezha","10 500 Т","","/ikra/ikra-morskogo-ezha/ikra-morskogo-ezha/"
173,"","Хамон Jamon iberico, 40 гр","myaso","hamon","10 100 Т","","/myaso/hamon/hamon-jamon-iberico-40-gr/"
174,"","Хамон Jamon Iberico, уп. 70 гр","myaso","hamon","15 800 Т","","/myaso/hamon/hamon-jamon-iberico-up-70-gr/"
175,"","Хамон Лопатка Jamon Belotta, 40 гр","myaso","hamon","7 500 Т","","/myaso/hamon/hamon-lopatka-jamon-belotta-40-gr/"
176,"","Хамон Jamon Iberico Horeca, 40 гр","myaso","hamon","9 500 Т","","/myaso/hamon/hamon-jamon-iberico-horeca-40-gr/"
177,"","Филе утки Мулард ","myaso","myaso-utki","4 800 Т","","/myaso/myaso-utki/file-utki-mulard/"
178,"","Ножка утиная Конфи","myaso","myaso-utki","5 200 Т","","/myaso/myaso-utki/nozhka-utinaya-konfi/"
179,"","Печень утиная  Фуа-Гра  Эскалоп","myaso","myaso-utki","28 000 Т","","/myaso/myaso-utki/pechen-utinaya-fua-gra-eskalop/"
180,"","Паштет из утки  Rillettes de Canard Classique","myaso","myaso-utki","3 500 Т","","/myaso/myaso-utki/pashtet-rillettes-de-canard-classique/"
181,"","Колбаски Бордо Экстра, уп. 180 гр","myaso","myaso-utki","2 700 Т","","/myaso/myaso-utki/kolbaski-utinye-bordo-up-180-gr/"
182,"","Паштет Rillettes de Canard Foie Gras","myaso","myaso-utki","4 000 Т","","/myaso/myaso-utki/pashtet-rillettes-de-canard-foie-gras/"
183,"","Паштет Пате-Мусс из Фуа-Гра 50%","myaso","myaso-utki","1 590 Т","","/myaso/myaso-utki/pashtet-pate-muss-iz-fua-gra/"
184,"","Паштет Пате из Фуа-гра 100%","myaso","myaso-utki","2 500 Т","","/myaso/myaso-utki/pashtet-pate-iz-fua-gra/"
185,"","Фуа-гра Утиная  Золото целая","myaso","myaso-utki","27 000 Т","","/myaso/myaso-utki/fua-gra-utinaya-zoloto-celaya/"
186,"","Колбаски Фелино Мини","myaso","myaso-utki","1 690 Т","","/myaso/myaso-utki/kolbaski-felino-mini/"
187,"","Колбаски Утиные для гриля","myaso","myaso-utki","4 500 Т","","/myaso/myaso-utki/kolbaski-utinye-dlya-grilya/"
188,"","Колбаска Пармеджана сыровяленая","myaso","myaso-utki","3 000 Т","","/myaso/myaso-utki/kolbaska-parmedzhana-syrovyalenaya/"
189,"","Колбаска Пражская сыровяленая","myaso","myaso-utki","3 000 Т","","/myaso/myaso-utki/kolbaska-prazhskaya-syrovyalenaya/"
190,"","Соус из черного трюфеля Salsa Nero Tartufi Organic","bakaleya","tryufel","4 800 Т","","/bakaleya/tryufel/sous-iz-chernogo-tryufelya-salsa-nero-tartufi-organic/"
191,"","Оливковое масло с  черным трюфелем 100 мл Olive Oil with black truffle","bakaleya","tryufel","4 000 Т","","/bakaleya/tryufel/olivkovoe-maslo-s-chernym-tryufelem-100-ml-olive-oil-with-black-truffle/"
192,"","Оливковое масло с белым трюфелем Olive Oil with white truffle","bakaleya","tryufel","4 000 Т","","/bakaleya/tryufel/olivkovoe-maslo-s-belym-tryufelem-olive-oil-with-white-truffle/"
193,"","Ломтики черного трюфеля в рассоле Truffle slices Organic","bakaleya","tryufel","10 600 Т","","/bakaleya/tryufel/lomtiki-chernogo-tryufelya-v-rassole-truffle-slices-organic/"
194,"","Трюфель черный целый в рассоле Whole Black Truffle in brine","bakaleya","tryufel","8 500 Т","","/bakaleya/tryufel/tryufel-cherniy-celiy-v-rassole-whole-black-truffle-in-brine/"
195,"","Сальса Соус из Черного трюфеля","bakaleya","tryufel","4 800 Т","","/bakaleya/tryufel/salsa-sous-iz-chernogo-tryufelya/"
196,"","Трюфельный Соус  Salsa Nero Tartufi Organic","bakaleya","tryufel","5 800 Т","","/bakaleya/tryufel/tryufelniy-sous-salsa-nero-tartufi-organic/"
197,"","Трюфель Черный целый в рассоле","bakaleya","tryufel","16 500 Т","","/bakaleya/tryufel/tryufel-cherniy-celiy-v-rassole/"
198,"","Спагетти Di Martino","bakaleya","makarony","1 600 Т","","/bakaleya/makarony/italyanskaya-kuhnya/spagetti-di-martino/"
199,"","Паста PENNE RIGATE Di Martino","bakaleya","makarony","1 600 Т","","/bakaleya/makarony/italyanskaya-kuhnya/pasta-penne-rigate-di-martino/"
200,"","Паста Tofette Di Martino ","bakaleya","makarony","1 600 Т","","/bakaleya/makarony/italyanskaya-kuhnya/pasta-tofette-di-martino/"
201,"","Паста Оливковые Листья","bakaleya","makarony","2 000 Т","","/bakaleya/makarony/italyanskaya-kuhnya/pasta-olivkovye-listya/"
202,"","Макароны ракушки Orecciette Tricolore","bakaleya","makarony","2 000 Т","","/bakaleya/makarony/italyanskaya-kuhnya/makarony-rakushki-orecciette-tricolore/"
203,"","Спагетти Di Martino","makarony","italyanskaya-kuhnya","1 600 Т","","/bakaleya/makarony/italyanskaya-kuhnya/spagetti-di-martino/"
204,"","Паста PENNE RIGATE Di Martino","makarony","italyanskaya-kuhnya","1 600 Т","","/bakaleya/makarony/italyanskaya-kuhnya/pasta-penne-rigate-di-martino/"
205,"","Паста Tofette Di Martino ","makarony","italyanskaya-kuhnya","1 600 Т","","/bakaleya/makarony/italyanskaya-kuhnya/pasta-tofette-di-martino/"
206,"","Паста Оливковые Листья","makarony","italyanskaya-kuhnya","2 000 Т","","/bakaleya/makarony/italyanskaya-kuhnya/pasta-olivkovye-listya/"
207,"","Макароны ракушки Orecciette Tricolore","makarony","italyanskaya-kuhnya","2 000 Т","","/bakaleya/makarony/italyanskaya-kuhnya/makarony-rakushki-orecciette-tricolore/"
208,"","Вяленые помидоры в масле Le Bonta","bakaleya","antipasti","2 500 Т","","/bakaleya/antipasti/antipasti-le-bonta/vyalenye-pomidory-v-masle-le-bonta/"
209,"","Артишок на гриле Le Bonta","bakaleya","antipasti","2 800 Т","","/bakaleya/antipasti/antipasti-le-bonta/artishok-na-grile-le-bonta/"
210,"","Оливки Зеленые Le Bonta","bakaleya","antipasti","2 500 Т","","/bakaleya/antipasti/antipasti-le-bonta/olivki-zelenye-le-bonta/"
211,"","Овощи на Гриле Рустико Le Bonta","bakaleya","antipasti","2 500 Т","","/bakaleya/antipasti/antipasti-le-bonta/ovoschi-na-grile-rustiko-le-bonta/"
212,"","Перец на Гриле Le Bonta","bakaleya","antipasti","2 500 Т","","/bakaleya/antipasti/antipasti-le-bonta/perec-na-grile-le-bonta/"
213,"","Песто алла Дженовезе Le Bonta","bakaleya","antipasti","2 300 Т","","/bakaleya/antipasti/antipasti-le-bonta/pesto-ala-dzhenoveze-le-bonta/"
214,"","Баклажаны на гриле Le Bonta","bakaleya","antipasti","2 500 Т","","/bakaleya/antipasti/antipasti-le-bonta/baklazhany-na-grile/"
215,"","Оливки Микс Le Bonta","bakaleya","antipasti","2 500 Т","","/bakaleya/antipasti/antipasti-le-bonta/olivki-miks-le-bonta/"
216,"","Фисташковая Паста Alicos","bakaleya","antipasti","4 500 Т","","/bakaleya/antipasti/antipasti-alicos/fistashkovaya-pasta/"
217,"","Миндальная Паста","bakaleya","antipasti","4 500 Т","","/bakaleya/antipasti/antipasti-alicos/mindalnaya-pasta/"
218,"","Брускетта Микс с Баклажаном","bakaleya","antipasti","2 500 Т","","/bakaleya/antipasti/antipasti-alicos/brusketta-miks-s-baklazhanami/"
219,"","Соус с Базиликом Le Bonta","bakaleya","antipasti","1 700 Т","","/bakaleya/antipasti/ovoschnye-antipasti/sous-s-bazilikom-le-bonta/"
220,"","Брускетта Микс с помидорами и сладким перцем","bakaleya","antipasti","2 500 Т","","/bakaleya/antipasti/antipasti-alicos/brusketta-s-pomidorami-i-sladkim-percem/"
221,"","Каперсы на веточке Le Bonta","bakaleya","antipasti","2 300 Т","","/bakaleya/antipasti/ovoschnye-antipasti/kapersy-na-vetochke-le-bonta/"
222,"","Грибной Микс Le Bonta","bakaleya","antipasti","2 500 Т","","/bakaleya/antipasti/antipasti-le-bonta/gribnoy-miks-le-bonta/"
223,"","Оливки фиолетовые ""LECCINO"" Le Bonta","bakaleya","antipasti","2 500 Т","","/bakaleya/antipasti/ovoschnye-antipasti/olivki-fioletovye-leccino-le-bonta/"
224,"","Артишок со стеблями All Romana","bakaleya","antipasti","4 000 Т","","/bakaleya/antipasti/antipasti-le-bonta/artishoki-so-steblyami-alla-romana/"
225,"","Брускетта Микс с Базиликом","bakaleya","antipasti","2 500 Т","","/bakaleya/antipasti/antipasti-alicos/brusketta-miks-s-bazilikom/"
226,"","Джем из Сицилийского Апельсина, 110 гр","bakaleya","antipasti","1 600 Т","","/bakaleya/sladosti/dzhem-iz-siciliyskogo-apelsina/"
227,"","Шампиньоны на гриле Le Bonta","bakaleya","antipasti","2 500 Т","","/bakaleya/antipasti/antipasti-le-bonta/shampinony-na-grile-le-bonta/"
228,"","Макароны ракушки Orecciette Tricolore","bakaleya","antipasti","2 000 Т","","/bakaleya/makarony/italyanskaya-kuhnya/makarony-rakushki-orecciette-tricolore/"
229,"","Оливки Зеленые Le Bonta большая банка","bakaleya","antipasti","9 500 Т","","/bakaleya/antipasti/antipasti-le-bonta/olivki-zelenye-bolshaya-banka-le-bonta/"
230,"","Вяленые Помидоры в Оливковом Масле Alicos","bakaleya","antipasti","3 000 Т","","/bakaleya/antipasti/antipasti-alicos/vyalenye-pomidory-v-olivkovom-masle/"
231,"","Каперсы в соли Le Bonta","bakaleya","antipasti","1 700 Т","","/bakaleya/antipasti/ovoschnye-antipasti/kapersy-v-soli-le-bonta/"
232,"","Джем из Сицилийского Лимона, 110 гр","bakaleya","antipasti","1 600 Т","","/bakaleya/sladosti/dzhem-iz-siciliyskogo-limona-110-gr/"
233,"","Джем из Сицилийского Мандарина, 110 гр","bakaleya","antipasti","1 600 Т","","/bakaleya/sladosti/dzhem-iz-siciliyskogo-mandarina/"
234,"","Перец Черри с Тунцом и Каперсами, Le Bonta","bakaleya","antipasti","3 200 Т","","/bakaleya/antipasti/antipasti-le-bonta/perec-cherri-s-tuncom-i-kapersami-le-bonta/"
235,""," Брускетта Микс с Вялеными Помидорами","bakaleya","antipasti","2 500 Т","","/bakaleya/antipasti/antipasti-alicos/brusketta-miks-s-vyalenymi-pomidorami/"
236,""," Фисташковый Песто","bakaleya","antipasti","5 000 Т","","/bakaleya/antipasti/antipasti-alicos/fistashkoviy-pesto-s-bazilikom/"
237,"","Паста из Чили перца Alicos","bakaleya","antipasti","3 000 Т","","/bakaleya/antipasti/antipasti-alicos/pasta-iz-chili-perca/"
238,"","Джем из Красного силийского апельсина","bakaleya","antipasti","3 000 Т","","/bakaleya/siropchik/dzhem-iz-krasnogo-siliyskogo-apelsina/"
239,"","Лук на Гриле Borettane Le Bonta","bakaleya","antipasti","2 500 Т","","/bakaleya/antipasti/ovoschnye-antipasti/luk-na-grile-borettane-le-bonta/"
240,"","Паштет из цукини","bakaleya","antipasti","3 000 Т","","/bakaleya/antipasti/antipasti-alicos/pashtet-iz-cukini/"
241,"","Пепероната с Оливковым Маслом","bakaleya","antipasti","3 000 Т","","/bakaleya/antipasti/antipasti-alicos/peperonata-s-olivkovym-maslom/"
242,"","Песто Сицилиано","bakaleya","antipasti","3 000 Т","","/bakaleya/antipasti/antipasti-alicos/pesto-siciliano/"
243,"","Перец Черри с сыром, Le Bonta, 1700 мл.","bakaleya","antipasti","13 500 Т","","/bakaleya/antipasti/antipasti-le-bonta/perec-cherri-s-syrom-1700-ml-barbera/"
244,"","Лук на гриле с Бальзамическим уксусом Le Bonta","bakaleya","antipasti","2 500 Т","","/bakaleya/antipasti/ovoschnye-antipasti/luk-na-grile-s-balzamicheskim-uksusom-le-bonta/"
245,"","КАПОНАТА СИЦИЛЙСКАЯ","bakaleya","antipasti","2 500 Т","","/bakaleya/antipasti/antipasti-alicos/kaponata-sicilyskaya/"
246,"","Песто Трапеназе","bakaleya","antipasti","3 000 Т","","/bakaleya/antipasti/antipasti-alicos/pesto-trapaneze/"
247,"","Баклажаны Обжаренные слайсами LeBonta","bakaleya","antipasti","8 000 Т","","/bakaleya/antipasti/ovoschnye-antipasti/baklazhany-obzharennye-slaysami-lebonta/"
248,"","Джем из Сицилийского лимона, 220 гр","bakaleya","antipasti","3 000 Т","","/bakaleya/sladosti/dzhem-iz-siciliyskogo-limona-220-gr/"
249,"","Перец Черри фаршированный Тунцом и Каперсами, 1700 мл.","bakaleya","antipasti","13 500 Т","","/bakaleya/antipasti/antipasti-le-bonta/perec-cherri-farshirovanniy-tuncom-i-kapersami-1700-ml/"
250,"","Вяленые помидоры в масле Le Bonta","antipasti","antipasti-le-bonta","2 500 Т","","/bakaleya/antipasti/antipasti-le-bonta/vyalenye-pomidory-v-masle-le-bonta/"
251,"","Артишок на гриле Le Bonta","antipasti","antipasti-le-bonta","2 800 Т","","/bakaleya/antipasti/antipasti-le-bonta/artishok-na-grile-le-bonta/"
252,"","Оливки Зеленые Le Bonta","antipasti","antipasti-le-bonta","2 500 Т","","/bakaleya/antipasti/antipasti-le-bonta/olivki-zelenye-le-bonta/"
253,"","Овощи на Гриле Рустико Le Bonta","antipasti","antipasti-le-bonta","2 500 Т","","/bakaleya/antipasti/antipasti-le-bonta/ovoschi-na-grile-rustiko-le-bonta/"
254,"","Перец на Гриле Le Bonta","antipasti","antipasti-le-bonta","2 500 Т","","/bakaleya/antipasti/antipasti-le-bonta/perec-na-grile-le-bonta/"
255,"","Песто алла Дженовезе Le Bonta","antipasti","antipasti-le-bonta","2 300 Т","","/bakaleya/antipasti/antipasti-le-bonta/pesto-ala-dzhenoveze-le-bonta/"
256,"","Баклажаны на гриле Le Bonta","antipasti","antipasti-le-bonta","2 500 Т","","/bakaleya/antipasti/antipasti-le-bonta/baklazhany-na-grile/"
257,"","Оливки Микс Le Bonta","antipasti","antipasti-le-bonta","2 500 Т","","/bakaleya/antipasti/antipasti-le-bonta/olivki-miks-le-bonta/"
258,"","Соус с Базиликом Le Bonta","antipasti","antipasti-le-bonta","1 700 Т","","/bakaleya/antipasti/ovoschnye-antipasti/sous-s-bazilikom-le-bonta/"
259,"","Каперсы на веточке Le Bonta","antipasti","antipasti-le-bonta","2 300 Т","","/bakaleya/antipasti/ovoschnye-antipasti/kapersy-na-vetochke-le-bonta/"
260,"","Грибной Микс Le Bonta","antipasti","antipasti-le-bonta","2 500 Т","","/bakaleya/antipasti/antipasti-le-bonta/gribnoy-miks-le-bonta/"
261,"","Оливки фиолетовые ""LECCINO"" Le Bonta","antipasti","antipasti-le-bonta","2 500 Т","","/bakaleya/antipasti/ovoschnye-antipasti/olivki-fioletovye-leccino-le-bonta/"
262,"","Артишок со стеблями All Romana","antipasti","antipasti-le-bonta","4 000 Т","","/bakaleya/antipasti/antipasti-le-bonta/artishoki-so-steblyami-alla-romana/"
263,"","Шампиньоны на гриле Le Bonta","antipasti","antipasti-le-bonta","2 500 Т","","/bakaleya/antipasti/antipasti-le-bonta/shampinony-na-grile-le-bonta/"
264,"","Макароны ракушки Orecciette Tricolore","antipasti","antipasti-le-bonta","2 000 Т","","/bakaleya/makarony/italyanskaya-kuhnya/makarony-rakushki-orecciette-tricolore/"
265,"","Оливки Зеленые Le Bonta большая банка","antipasti","antipasti-le-bonta","9 500 Т","","/bakaleya/antipasti/antipasti-le-bonta/olivki-zelenye-bolshaya-banka-le-bonta/"
266,"","Каперсы в соли Le Bonta","antipasti","antipasti-le-bonta","1 700 Т","","/bakaleya/antipasti/ovoschnye-antipasti/kapersy-v-soli-le-bonta/"
267,"","Джем из Сицилийского Лимона, 110 гр","antipasti","antipasti-le-bonta","1 600 Т","","/bakaleya/sladosti/dzhem-iz-siciliyskogo-limona-110-gr/"
268,"","Джем из Сицилийского Мандарина, 110 гр","antipasti","antipasti-le-bonta","1 600 Т","","/bakaleya/sladosti/dzhem-iz-siciliyskogo-mandarina/"
269,"","Перец Черри с Тунцом и Каперсами, Le Bonta","antipasti","antipasti-le-bonta","3 200 Т","","/bakaleya/antipasti/antipasti-le-bonta/perec-cherri-s-tuncom-i-kapersami-le-bonta/"
270,"","Лук на Гриле Borettane Le Bonta","antipasti","antipasti-le-bonta","2 500 Т","","/bakaleya/antipasti/ovoschnye-antipasti/luk-na-grile-borettane-le-bonta/"
271,"","Перец Черри с сыром, Le Bonta, 1700 мл.","antipasti","antipasti-le-bonta","13 500 Т","","/bakaleya/antipasti/antipasti-le-bonta/perec-cherri-s-syrom-1700-ml-barbera/"
272,"","Лук на гриле с Бальзамическим уксусом Le Bonta","antipasti","antipasti-le-bonta","2 500 Т","","/bakaleya/antipasti/ovoschnye-antipasti/luk-na-grile-s-balzamicheskim-uksusom-le-bonta/"
273,"","Баклажаны Обжаренные слайсами LeBonta","antipasti","antipasti-le-bonta","8 000 Т","","/bakaleya/antipasti/ovoschnye-antipasti/baklazhany-obzharennye-slaysami-lebonta/"
274,"","Перец Черри фаршированный Тунцом и Каперсами, 1700 мл.","antipasti","antipasti-le-bonta","13 500 Т","","/bakaleya/antipasti/antipasti-le-bonta/perec-cherri-farshirovanniy-tuncom-i-kapersami-1700-ml/"
275,"","Фисташковая Паста Alicos","antipasti","antipasti-alicos","4 500 Т","","/bakaleya/antipasti/antipasti-alicos/fistashkovaya-pasta/"
276,"","Миндальная Паста","antipasti","antipasti-alicos","4 500 Т","","/bakaleya/antipasti/antipasti-alicos/mindalnaya-pasta/"
277,"","Брускетта Микс с Баклажаном","antipasti","antipasti-alicos","2 500 Т","","/bakaleya/antipasti/antipasti-alicos/brusketta-miks-s-baklazhanami/"
278,"","Брускетта Микс с помидорами и сладким перцем","antipasti","antipasti-alicos","2 500 Т","","/bakaleya/antipasti/antipasti-alicos/brusketta-s-pomidorami-i-sladkim-percem/"
279,"","Брускетта Микс с Базиликом","antipasti","antipasti-alicos","2 500 Т","","/bakaleya/antipasti/antipasti-alicos/brusketta-miks-s-bazilikom/"
280,"","Джем из Сицилийского Апельсина, 110 гр","antipasti","antipasti-alicos","1 600 Т","","/bakaleya/sladosti/dzhem-iz-siciliyskogo-apelsina/"
281,"","Вяленые Помидоры в Оливковом Масле Alicos","antipasti","antipasti-alicos","3 000 Т","","/bakaleya/antipasti/antipasti-alicos/vyalenye-pomidory-v-olivkovom-masle/"
282,""," Брускетта Микс с Вялеными Помидорами","antipasti","antipasti-alicos","2 500 Т","","/bakaleya/antipasti/antipasti-alicos/brusketta-miks-s-vyalenymi-pomidorami/"
283,""," Фисташковый Песто","antipasti","antipasti-alicos","5 000 Т","","/bakaleya/antipasti/antipasti-alicos/fistashkoviy-pesto-s-bazilikom/"
284,"","Паста из Чили перца Alicos","antipasti","antipasti-alicos","3 000 Т","","/bakaleya/antipasti/antipasti-alicos/pasta-iz-chili-perca/"
285,"","Джем из Красного силийского апельсина","antipasti","antipasti-alicos","3 000 Т","","/bakaleya/siropchik/dzhem-iz-krasnogo-siliyskogo-apelsina/"
286,"","Паштет из цукини","antipasti","antipasti-alicos","3 000 Т","","/bakaleya/antipasti/antipasti-alicos/pashtet-iz-cukini/"
287,"","Пепероната с Оливковым Маслом","antipasti","antipasti-alicos","3 000 Т","","/bakaleya/antipasti/antipasti-alicos/peperonata-s-olivkovym-maslom/"
288,"","Песто Сицилиано","antipasti","antipasti-alicos","3 000 Т","","/bakaleya/antipasti/antipasti-alicos/pesto-siciliano/"
289,"","КАПОНАТА СИЦИЛЙСКАЯ","antipasti","antipasti-alicos","2 500 Т","","/bakaleya/antipasti/antipasti-alicos/kaponata-sicilyskaya/"
290,"","Песто Трапеназе","antipasti","antipasti-alicos","3 000 Т","","/bakaleya/antipasti/antipasti-alicos/pesto-trapaneze/"
291,"","Джем из Сицилийского лимона, 220 гр","antipasti","antipasti-alicos","3 000 Т","","/bakaleya/sladosti/dzhem-iz-siciliyskogo-limona-220-gr/"
292,"","Морская Соль и Прованские травы ","bakaleya","specii","3 500 Т","","/bakaleya/specii/morskaya-sol-i-provanskie-travy/"
293,"","Соль Розовая и 3 вида Перца горошком Carmencita","bakaleya","specii","3 500 Т","","/bakaleya/specii/sol-rozovaya-i-3-vida-perca-goroshkom-carmencita/"
294,"","Перец горошком ""Mix 4 перца""","bakaleya","specii","5 100 Т","","/bakaleya/specii/perec-goroshkom-mix-4-perca/"
295,"","Приправа для Паэльи Carmencita Marinera","bakaleya","specii","1 400 Т","","/bakaleya/specii/priprava-dlya-paeli-carmencita-marinera/"
296,"","Приправа Средиземнорский Микс, Carmencita","bakaleya","specii","3 500 Т","","/bakaleya/specii/priprava-sredizemnorskiy-miks-carmencita/"
297,"","Приправа для Паэльи с шафраном Carmencita","bakaleya","specii","1 400 Т","","/bakaleya/specii/priprava-dlya-paeli-s-shafranom-carmencita/"
298,"","Приправа для Паэльи Valenciana","bakaleya","specii","1 400 Т","","/bakaleya/specii/priprava-dlya-paeli-valenciana/"
299,"","Перец горошком ""Mix 4 перца"" 40 гр. Carmencita","bakaleya","specii","2 000 Т","","/bakaleya/specii/perec-goroshkom-mix-4-perca-40-gr-carmencita/"
300,"","Приправа для Паэльи Шафран Микс","bakaleya","specii","1 400 Т","","/bakaleya/specii/priprava-dlya-paeli-shafran-miks/"
301,"","Приправа  Паэлья Carmencita","bakaleya","specii","1 400 Т","","/bakaleya/specii/priprava-paelya-carmencita/"
302,"","Шафрановые нити экстра 0,36 гр Сarmencita","bakaleya","specii","3 500 Т","","/bakaleya/specii/priprava-shafranovye-niti-carmencita/"
303,"","Бальзамический Крем с Малиной, Giuseppe Giusti, 150 мл.","bakaleya","balzamik","3 300 Т","","/bakaleya/balzamik/giuseppe-giusti/balzamicheskiy-krem-s-malinoy-giuseppe-giusti-150-ml/"
304,"","Бальзамический Крем с Инжиром 150 мл.","bakaleya","balzamik","3 300 Т","","/bakaleya/balzamik/giuseppe-giusti/balzamicheskiy-krem-s-inzhirom-150-ml/"
305,"","Бальзамический Крем с грибами 150 мл.","bakaleya","balzamik","3 300 Т","","/bakaleya/balzamik/giuseppe-giusti/balzamicheskiy-krem-s-gribami-150-ml/"
306,"","Бальзамический Крем Бианка, Giuseppe Giusti, 150 мл.","bakaleya","balzamik","3 300 Т","","/balzamicheskiy-krem-bianka-giuseppe-giusti-150-ml/"
307,"","Бальзамический Уксус Giuseppe Giusti 250 мл.","bakaleya","balzamik","7 000 Т","","/bakaleya/balzamik/giuseppe-giusti/balzamicheskiy-uksus-giuseppe-giusti-250-ml/"
308,"","Бальзамический Уксус Giuseppe Giusti  2 медали, 250 мл.","bakaleya","balzamik","9 000 Т","","/bakaleya/balzamik/giuseppe-giusti/balzamicheskiy-uksus-giuseppe-giusti-2-medali-250-ml/"
309,"","Бальзамический уксус Giuseppe Giusti Modena 100 мл.","bakaleya","balzamik","4 600 Т","","/bakaleya/balzamik/giuseppe-giusti/balzamicheskiy-uksus-giuseppe-giusti-modena-100-ml/"
310,"","Бальзамический Уксус Giuseppe Giusti  2 медали, 100 мл.","bakaleya","balzamik","6 500 Т","","/bakaleya/balzamik/giuseppe-giusti/balzamicheskiy-uksus-giuseppe-giusti-2-medali-100-ml/"
311,"","Бальзамический Крем с Ванилью, Giuseppe Giusti, 150 мл.","bakaleya","balzamik","3 300 Т","","/bakaleya/balzamik/giuseppe-giusti/balzamicheskiy-krem-s-vanilyu-giuseppe-giusti-150-ml/"
312,"","Бальзамический Уксус Giuseppe Giusti IGP  3 медали, 250 мл.","bakaleya","balzamik","13 200 Т","","/bakaleya/balzamik/giuseppe-giusti/balzamicheskiy-uksus-giuseppe-giusti-igp-3-medali-250-ml/"
313,"","Бальзамический Уксус Giuseppe Giusti ""Quatro Centenfrio"" IGP, 100 мл.","bakaleya","balzamik","13 700 Т","","/bakaleya/balzamik/giuseppe-giusti/balzamicheskiy-uksus-giuseppe-giusti-quatro-centenfrio-igp-100-ml/"
314,"","Бальзамический Уксус Giuseppe Giusti IGP  3 медали, 100 мл.","bakaleya","balzamik","9 100 Т","","/bakaleya/balzamik/giuseppe-giusti/balzamicheskiy-uksus-giuseppe-giusti-igp-3-medali-100-ml/"
315,"","Бальзамический Уксус Giuseppe Giusti 250 мл.","bakaleya","balzamik","9 100 Т","","/bakaleya/balzamik/giuseppe-giusti/balzamicheskiyy-uksus-giuseppe-giusti-250-ml/"
316,"","Бальзамический Уксус Giuseppe Giusti ""Quatro Centenfrio"" IGP, 250 мл.","bakaleya","balzamik","20 100 Т","","/bakaleya/balzamik/giuseppe-giusti/balzamicheskiy-uksus-giuseppe-giusti-quatro-centenfrio-igp-250-ml/"
317,"","Бальзамический Уксус Giuseppe Giusti IGP  3 медали, 250 мл.","bakaleya","balzamik","14 300 Т","","/bakaleya/balzamik/giuseppe-giusti/balzamicheskiyy-uksus-giuseppe-giusti-igp-3-medali-250-ml/"
318,"","Бальзамический Крем с Малиной, Giuseppe Giusti, 150 мл.","balzamik","giuseppe-giusti","3 300 Т","","/bakaleya/balzamik/giuseppe-giusti/balzamicheskiy-krem-s-malinoy-giuseppe-giusti-150-ml/"
319,"","Бальзамический Крем с Инжиром 150 мл.","balzamik","giuseppe-giusti","3 300 Т","","/bakaleya/balzamik/giuseppe-giusti/balzamicheskiy-krem-s-inzhirom-150-ml/"
320,"","Бальзамический Крем с грибами 150 мл.","balzamik","giuseppe-giusti","3 300 Т","","/bakaleya/balzamik/giuseppe-giusti/balzamicheskiy-krem-s-gribami-150-ml/"
321,"","Бальзамический Крем Бианка, Giuseppe Giusti, 150 мл.","balzamik","giuseppe-giusti","3 300 Т","","/balzamicheskiy-krem-bianka-giuseppe-giusti-150-ml/"
322,"","Бальзамический Уксус Giuseppe Giusti 250 мл.","balzamik","giuseppe-giusti","7 000 Т","","/bakaleya/balzamik/giuseppe-giusti/balzamicheskiy-uksus-giuseppe-giusti-250-ml/"
323,"","Бальзамический Уксус Giuseppe Giusti  2 медали, 250 мл.","balzamik","giuseppe-giusti","9 000 Т","","/bakaleya/balzamik/giuseppe-giusti/balzamicheskiy-uksus-giuseppe-giusti-2-medali-250-ml/"
324,"","Бальзамический уксус Giuseppe Giusti Modena 100 мл.","balzamik","giuseppe-giusti","4 600 Т","","/bakaleya/balzamik/giuseppe-giusti/balzamicheskiy-uksus-giuseppe-giusti-modena-100-ml/"
325,"","Бальзамический Уксус Giuseppe Giusti  2 медали, 100 мл.","balzamik","giuseppe-giusti","6 500 Т","","/bakaleya/balzamik/giuseppe-giusti/balzamicheskiy-uksus-giuseppe-giusti-2-medali-100-ml/"
326,"","Бальзамический Крем с Ванилью, Giuseppe Giusti, 150 мл.","balzamik","giuseppe-giusti","3 300 Т","","/bakaleya/balzamik/giuseppe-giusti/balzamicheskiy-krem-s-vanilyu-giuseppe-giusti-150-ml/"
327,"","Бальзамический Уксус Giuseppe Giusti IGP  3 медали, 250 мл.","balzamik","giuseppe-giusti","13 200 Т","","/bakaleya/balzamik/giuseppe-giusti/balzamicheskiy-uksus-giuseppe-giusti-igp-3-medali-250-ml/"
